SITE ID,LOCATION IDENTIFIER,STREET ADDRESS,TOWN,STATE,ENTIRE SERVICE LINE MATERIAL CLASSIFICATION,BUILDING TYPE,SOURCE FILE,STREET NUMBER,STREET NAME,extracted_pswid,is_match,PWSID,SYSTEM NAME
361198,036902940020,777 SOUTH MAIN ST,Waterbury,Connecticut,Lead,O,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361228,036902820001,848 SOUTH MAIN ST,Waterbury,Connecticut,Lead,MF,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361248,039203000001,952 SOUTH MAIN ST,Waterbury,Connecticut,Lead,NONRES,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361258,039203000001,952 SOUTH MAIN ST,Waterbury,Connecticut,Lead,NONRES,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361268,039203010028,911 SOUTH MAIN ST,Waterbury,Connecticut,Lead,NONRES,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361308,039203010018,1011 SOUTH MAIN ST,Waterbury,Connecticut,Lead,MF,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361318,039203010017,1015 SOUTH MAIN ST,Waterbury,Connecticut,Lead,MF,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361408,041503000127,1106 SOUTH MAIN ST,Waterbury,Connecticut,Lead,O,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361418,041503000127,1106 SOUTH MAIN ST,Waterbury,Connecticut,Lead,O,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361428,041503000127,1106 SOUTH MAIN ST,Waterbury,Connecticut,Lead,O,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361438,041503070051,1099 SOUTH MAIN ST,Waterbury,Connecticut,Lead,MF,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361448,041503000123,1200 SOUTH MAIN ST,Waterbury,Connecticut,Lead,NONRES,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361468,041503000120,1302 SOUTH MAIN ST,Waterbury,Connecticut,Lead,NONRES,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361478,043803150011,1311 SOUTH MAIN ST,Waterbury,Connecticut,Lead,O,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361488,043803210045,1379 SOUTH MAIN ST,Waterbury,Connecticut,Lead,O,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361498,043803210047,1443 SOUTH MAIN ST,Waterbury,Connecticut,Lead,NONRES,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361508,046103210008,1565 SOUTH MAIN ST,Waterbury,Connecticut,Lead,NONRES,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361518,046103210009,1577 SOUTH MAIN ST,Waterbury,Connecticut,Lead,NONRES,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361538,048203321827,1827 SOUTH MAIN ST,Waterbury,Connecticut,Lead,MF,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361548,048203321845,1845 SOUTH MAIN ST,Waterbury,Connecticut,Lead,MF,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361558,048203321855,1855 SOUTH MAIN ST,Waterbury,Connecticut,Lead,MF,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361568,048203321863,1863 SOUTH MAIN ST,Waterbury,Connecticut,Lead,MF,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361578,050203320011,1975 SOUTH MAIN ST,Waterbury,Connecticut,Lead,NONRES,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361588,050203320010,1999 SOUTH MAIN ST,Waterbury,Connecticut,Lead,O,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361598,050203320006,2091 SOUTH MAIN ST,Waterbury,Connecticut,Lead,NONRES,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361618,055903470002,2620 SOUTH MAIN ST,Waterbury,Connecticut,Lead,NONRES,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361628,055903470003,2636 SOUTH MAIN ST OFFIC,Waterbury,Connecticut,Lead,SF,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
361688,027200220001,751 WEST MAIN ST,Waterbury,Connecticut,Lead,O,2024-10-15_CT1510011 Waterbury_LCRR_initial_material_inventory.xlsx,,,CT1510011,TRUE,CT1510011,Waterbury Water Department
